Time,NodeId,NodeType,Throughput_Mbps,Latency_ms,PacketLoss_Rate,Jitter_ms,SignalStrength_dBm,CPU_Usage,Memory_Usage,Buffer_Occupancy,Active_Links,Neighbor_Count,Link_Utilization,Critical_Load,Normal_Load,Energy_Level,X_Position,Y_Position,Z_Position,Operational_Status,Voltage_Level,Power_Stability,Degradation_Level,Fault_Severity,Time_Of_Day_Factor,Traffic_Pattern_Factor,Seasonal_Factor
58.000,40,access,36.000,32.000,0.012,7.200,-68.000,50.000,56.000,47.000,1,1,30.000,37.000,42.000,96.133,-30.000,30.000,0.000,1,211.000,0.954,0.000,0.000,0.601,0.800,1.000
58.000,41,access,20.000,57.000,0.021,9.700,-68.000,45.000,75.000,27.000,1,1,45.000,34.000,45.000,96.133,30.000,30.000,0.000,1,211.000,0.952,0.000,0.000,0.601,0.800,1.000
58.000,42,access,14.000,57.000,0.020,6.700,-81.000,62.000,67.000,36.000,1,1,74.000,38.000,56.000,96.133,90.000,30.000,0.000,1,227.000,0.958,0.000,0.000,0.601,0.800,1.000
58.000,43,access,30.000,50.000,0.028,6.000,-79.000,39.000,42.000,71.000,1,1,53.000,22.000,48.000,96.133,150.000,30.000,0.000,1,219.000,0.958,0.000,0.000,0.601,0.800,1.000
58.000,44,access,20.000,39.000,0.023,3.900,-64.000,56.000,69.000,35.000,1,1,65.000,21.000,47.000,96.133,-150.000,90.000,0.000,1,227.000,0.956,0.000,0.000,0.601,0.800,1.000
58.000,45,access,22.000,47.000,0.021,7.700,-88.000,66.000,65.000,68.000,1,1,67.000,24.000,49.000,96.133,-90.000,90.000,0.000,1,212.000,0.955,0.000,0.000,0.601,0.800,1.000
58.000,46,access,31.000,50.000,0.014,9.000,-74.000,69.000,63.000,70.000,1,1,71.000,20.000,59.000,96.133,-30.000,90.000,0.000,1,213.000,0.955,0.000,0.000,0.601,0.800,1.000
58.000,47,access,10.000,55.000,0.024,8.500,-60.000,66.000,71.000,78.000,1,1,51.000,21.000,56.000,96.133,30.000,90.000,0.000,1,213.000,0.954,0.000,0.000,0.601,0.800,1.000
58.000,48,access,36.000,44.000,0.025,5.400,-67.000,52.000,79.000,63.000,1,1,58.000,23.000,74.000,96.133,90.000,90.000,0.000,1,210.000,0.958,0.000,0.000,0.601,0.800,1.000
58.000,49,access,34.000,50.000,0.015,7.000,-89.000,60.000,41.000,53.000,1,1,61.000,13.000,71.000,96.133,150.000,90.000,0.000,1,214.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,0,core,870.000,12.000,0.002,1.200,-71.000,52.000,42.000,41.000,4,4,35.000,32.000,49.000,96.000,0.000,0.000,0.000,1,219.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,1,core,739.000,5.000,0.002,4.500,-67.000,34.000,66.000,64.000,4,4,50.000,37.000,59.000,96.000,100.000,0.000,0.000,1,226.000,0.959,0.000,0.000,0.601,0.800,1.000
60.000,2,core,849.000,12.000,0.002,4.200,-67.000,57.000,57.000,51.000,4,4,75.000,38.000,76.000,96.000,-100.000,0.000,0.000,1,217.000,0.952,0.000,0.000,0.601,0.800,1.000
60.000,3,core,837.000,6.000,0.001,2.600,-71.000,78.000,78.000,33.000,4,4,44.000,28.000,59.000,96.000,0.000,100.000,0.000,1,221.000,0.952,0.000,0.000,0.601,0.800,1.000
60.000,4,core,803.000,7.000,0.002,0.700,-67.000,51.000,69.000,71.000,4,4,31.000,36.000,41.000,96.000,0.000,-100.000,0.000,1,210.000,0.953,0.000,0.000,0.601,0.800,1.000
60.000,5,distribution,40.000,15.000,0.011,1.500,-84.000,79.000,77.000,57.000,3,3,31.000,10.000,65.000,96.000,150.000,0.000,0.000,1,211.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,6,distribution,51.000,30.000,0.006,7.000,-61.000,35.000,44.000,44.000,3,3,75.000,14.000,47.000,96.000,137.032,61.010,0.000,1,219.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,7,distribution,67.000,32.000,0.013,4.200,-73.000,44.000,72.000,71.000,3,3,60.000,26.000,62.000,96.000,100.370,111.472,0.000,1,213.000,0.958,0.000,0.000,0.601,0.800,1.000
60.000,8,distribution,49.000,18.000,0.010,3.800,-75.000,52.000,76.000,61.000,3,3,78.000,30.000,57.000,96.000,46.353,142.658,0.000,1,229.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,9,distribution,75.000,31.000,0.009,4.100,-88.000,36.000,57.000,57.000,3,3,47.000,32.000,43.000,96.000,-15.679,149.178,0.000,1,211.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,10,distribution,49.000,19.000,0.008,5.900,-71.000,44.000,44.000,52.000,3,3,33.000,11.000,66.000,96.000,-75.000,129.904,0.000,1,226.000,0.958,0.000,0.000,0.601,0.800,1.000
60.000,11,distribution,69.000,19.000,0.011,2.900,-70.000,38.000,64.000,46.000,3,3,41.000,13.000,72.000,96.000,-121.353,88.168,0.000,1,211.000,0.951,0.000,0.000,0.601,0.800,1.000
60.000,12,distribution,58.000,27.000,0.007,3.700,-67.000,53.000,59.000,77.000,3,3,67.000,33.000,71.000,96.000,-146.722,31.187,0.000,1,221.000,0.957,0.000,0.000,0.601,0.800,1.000
60.000,13,distribution,71.000,22.000,0.009,3.200,-89.000,51.000,59.000,72.000,3,3,55.000,29.000,60.000,96.000,-146.722,-31.187,0.000,1,224.000,0.955,0.000,0.000,0.601,0.800,1.000
60.000,14,distribution,69.000,22.000,0.009,4.200,-78.000,34.000,55.000,56.000,3,3,37.000,22.000,59.000,96.000,-121.353,-88.168,0.000,1,214.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,15,distribution,77.000,15.000,0.011,1.500,-79.000,78.000,56.000,24.000,3,3,36.000,25.000,77.000,96.000,-75.000,-129.904,0.000,1,222.000,0.953,0.000,0.000,0.601,0.800,1.000
60.000,16,distribution,45.000,15.000,0.007,5.500,-84.000,66.000,68.000,26.000,3,3,59.000,29.000,40.000,96.000,-15.679,-149.178,0.000,1,217.000,0.952,0.000,0.000,0.601,0.800,1.000
60.000,17,distribution,66.000,20.000,0.013,4.000,-71.000,54.000,59.000,36.000,3,3,66.000,10.000,44.000,96.000,46.353,-142.658,0.000,1,219.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,18,distribution,73.000,21.000,0.007,2.100,-60.000,38.000,47.000,25.000,3,3,54.000,21.000,51.000,96.000,100.370,-111.472,0.000,1,210.000,0.955,0.000,0.000,0.601,0.800,1.000
60.000,19,distribution,54.000,23.000,0.007,6.300,-80.000,50.000,50.000,56.000,3,3,57.000,31.000,63.000,96.000,137.032,-61.010,0.000,1,213.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,20,access,28.000,57.000,0.029,9.700,-66.000,48.000,45.000,64.000,1,1,78.000,37.000,62.000,96.000,-150.000,-150.000,0.000,1,220.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,21,access,35.000,57.000,0.018,7.700,-77.000,38.000,46.000,79.000,1,1,77.000,38.000,70.000,96.000,-90.000,-150.000,0.000,1,229.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,22,access,19.000,27.000,0.029,5.700,-60.000,31.000,70.000,26.000,1,1,66.000,19.000,76.000,96.000,-30.000,-150.000,0.000,1,212.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,23,access,33.000,53.000,0.025,7.300,-67.000,65.000,51.000,73.000,1,1,57.000,20.000,53.000,96.000,30.000,-150.000,0.000,1,222.000,0.957,0.000,0.000,0.601,0.800,1.000
60.000,24,access,35.000,25.000,0.013,4.500,-73.000,59.000,65.000,73.000,1,1,59.000,17.000,46.000,96.000,90.000,-150.000,0.000,1,214.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,25,access,10.000,25.000,0.022,4.500,-84.000,76.000,72.000,21.000,1,1,59.000,39.000,46.000,96.000,150.000,-150.000,0.000,1,219.000,0.951,0.000,0.000,0.601,0.800,1.000
60.000,26,access,32.000,42.000,0.015,5.200,-73.000,50.000,67.000,25.000,1,1,33.000,20.000,76.000,96.000,-150.000,-90.000,0.000,1,213.000,0.957,0.000,0.000,0.601,0.800,1.000
60.000,27,access,20.000,30.000,0.018,6.000,-74.000,66.000,79.000,45.000,1,1,33.000,25.000,54.000,96.000,-90.000,-90.000,0.000,1,217.000,0.951,0.000,0.000,0.601,0.800,1.000
60.000,28,access,15.000,41.000,0.025,6.100,-70.000,57.000,70.000,58.000,1,1,60.000,15.000,78.000,96.000,-30.000,-90.000,0.000,1,226.000,0.952,0.000,0.000,0.601,0.800,1.000
60.000,29,access,39.000,50.000,0.023,8.000,-86.000,67.000,52.000,48.000,1,1,67.000,26.000,46.000,96.000,30.000,-90.000,0.000,1,221.000,0.959,0.000,0.000,0.601,0.800,1.000
60.000,30,access,16.000,54.000,0.021,9.400,-89.000,63.000,45.000,71.000,1,1,62.000,36.000,50.000,96.000,90.000,-90.000,0.000,1,211.000,0.958,0.000,0.000,0.601,0.800,1.000
60.000,31,access,23.000,31.000,0.023,7.100,-81.000,40.000,66.000,30.000,1,1,45.000,22.000,47.000,96.000,150.000,-90.000,0.000,1,218.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,32,access,10.000,52.000,0.024,7.200,-80.000,40.000,45.000,20.000,1,1,39.000,24.000,43.000,96.000,-150.000,-30.000,0.000,1,216.000,0.958,0.000,0.000,0.601,0.800,1.000
60.000,33,access,16.000,37.000,0.028,4.700,-80.000,64.000,51.000,77.000,1,1,69.000,22.000,69.000,96.000,-90.000,-30.000,0.000,1,224.000,0.959,0.000,0.000,0.601,0.800,1.000
60.000,34,access,35.000,44.000,0.024,8.400,-62.000,77.000,63.000,32.000,1,1,39.000,15.000,74.000,96.000,-30.000,-30.000,0.000,1,219.000,0.951,0.000,0.000,0.601,0.800,1.000
60.000,35,access,26.000,36.000,0.015,5.600,-79.000,39.000,56.000,71.000,1,1,50.000,37.000,75.000,96.000,30.000,-30.000,0.000,1,212.000,0.951,0.000,0.000,0.601,0.800,1.000
60.000,36,access,24.000,41.000,0.016,5.100,-63.000,61.000,73.000,64.000,1,1,46.000,15.000,64.000,96.000,90.000,-30.000,0.000,1,218.000,0.955,0.000,0.000,0.601,0.800,1.000
60.000,37,access,11.000,54.000,0.013,7.400,-72.000,69.000,54.000,54.000,1,1,63.000,16.000,43.000,96.000,150.000,-30.000,0.000,1,216.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,38,access,20.000,57.000,0.026,5.700,-67.000,61.000,60.000,22.000,1,1,54.000,23.000,53.000,96.000,-150.000,30.000,0.000,1,219.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,39,access,37.000,55.000,0.011,7.500,-64.000,69.000,51.000,40.000,1,1,31.000,33.000,51.000,96.000,-90.000,30.000,0.000,1,224.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,40,access,26.000,49.000,0.015,6.900,-71.000,61.000,48.000,65.000,1,1,43.000,25.000,48.000,96.000,-30.000,30.000,0.000,1,222.000,0.955,0.000,0.000,0.601,0.800,1.000
60.000,41,access,33.000,29.000,0.013,2.900,-79.000,36.000,57.000,35.000,1,1,50.000,21.000,74.000,96.000,30.000,30.000,0.000,1,229.000,0.952,0.000,0.000,0.601,0.800,1.000
60.000,42,access,11.000,48.000,0.028,8.800,-66.000,41.000,68.000,61.000,1,1,50.000,31.000,64.000,96.000,90.000,30.000,0.000,1,217.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,43,access,38.000,26.000,0.029,2.600,-74.000,40.000,54.000,39.000,1,1,62.000,35.000,65.000,96.000,150.000,30.000,0.000,1,225.000,0.957,0.000,0.000,0.601,0.800,1.000
60.000,44,access,19.000,50.000,0.017,9.000,-65.000,34.000,68.000,22.000,1,1,70.000,14.000,45.000,96.000,-150.000,90.000,0.000,1,222.000,0.956,0.000,0.000,0.601,0.800,1.000
60.000,45,access,10.000,48.000,0.026,5.800,-80.000,46.000,62.000,67.000,1,1,61.000,38.000,57.000,96.000,-90.000,90.000,0.000,1,211.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,46,access,17.000,52.000,0.011,6.200,-86.000,32.000,55.000,52.000,1,1,53.000,23.000,77.000,96.000,-30.000,90.000,0.000,1,224.000,0.954,0.000,0.000,0.601,0.800,1.000
60.000,47,access,21.000,40.000,0.027,7.000,-67.000,38.000,79.000,52.000,1,1,55.000,31.000,40.000,96.000,30.000,90.000,0.000,1,217.000,0.950,0.000,0.000,0.601,0.800,1.000
60.000,48,access,19.000,33.000,0.013,3.300,-85.000,69.000,46.000,51.000,1,1,50.000,32.000,55.000,96.000,90.000,90.000,0.000,1,217.000,0.955,0.000,0.000,0.601,0.800,1.000
60.000,49,access,37.000,49.000,0.010,7.900,-85.000,61.000,41.000,58.000,1,1,61.000,20.000,56.000,96.000,150.000,90.000,0.000,1,220.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,0,core,696.960,12.551,0.030,5.255,-69.000,58.000,63.000,64.000,4,4,67.000,28.000,54.000,95.867,0.000,0.000,0.000,1,207.760,0.946,0.036,0.036,0.601,0.800,1.000
62.000,1,core,686.312,12.551,0.030,2.255,-77.000,79.000,62.000,61.000,4,4,55.000,10.000,54.000,95.867,100.000,0.000,0.000,1,220.621,0.948,0.036,0.036,0.601,0.800,1.000
62.000,2,core,877.000,13.000,0.002,2.300,-78.000,58.000,61.000,61.000,4,4,59.000,32.000,79.000,95.867,-100.000,0.000,0.000,1,222.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,3,core,775.000,11.000,0.002,4.100,-66.000,69.000,63.000,22.000,4,4,62.000,22.000,53.000,95.867,0.000,100.000,0.000,1,213.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,4,core,835.000,9.000,0.001,3.900,-65.000,68.000,42.000,39.000,4,4,59.000,20.000,77.000,95.867,0.000,-100.000,0.000,1,225.000,0.958,0.000,0.000,0.601,0.800,1.000
62.000,5,distribution,53.000,28.000,0.014,6.800,-84.000,64.000,47.000,76.000,3,3,54.000,15.000,45.000,95.867,150.000,0.000,0.000,1,215.000,0.955,0.000,0.000,0.601,0.800,1.000
62.000,6,distribution,48.000,34.000,0.005,3.400,-76.000,36.000,52.000,56.000,3,3,54.000,39.000,47.000,95.867,137.032,61.010,0.000,1,212.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,7,distribution,66.000,24.000,0.013,3.400,-70.000,77.000,69.000,25.000,3,3,51.000,25.000,51.000,95.867,100.370,111.472,0.000,1,217.000,0.956,0.000,0.000,0.601,0.800,1.000
62.000,8,distribution,50.000,26.000,0.011,3.600,-87.000,69.000,58.000,72.000,3,3,74.000,37.000,78.000,95.867,46.353,142.658,0.000,1,226.000,0.959,0.000,0.000,0.601,0.800,1.000
62.000,9,distribution,68.000,20.000,0.007,6.000,-66.000,71.000,48.000,65.000,3,3,44.000,20.000,72.000,95.867,-15.679,149.178,0.000,1,227.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,10,distribution,55.000,21.000,0.011,3.100,-82.000,77.000,74.000,31.000,3,3,33.000,24.000,62.000,95.867,-75.000,129.904,0.000,1,220.000,0.959,0.000,0.000,0.601,0.800,1.000
62.000,11,distribution,44.000,21.000,0.013,3.100,-68.000,41.000,75.000,43.000,3,3,32.000,24.000,66.000,95.867,-121.353,88.168,0.000,1,223.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,12,distribution,60.000,34.000,0.005,6.400,-69.000,69.000,58.000,60.000,3,3,58.000,12.000,78.000,95.867,-146.722,31.187,0.000,1,211.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,13,distribution,52.000,30.000,0.008,7.000,-75.000,55.000,52.000,34.000,3,3,73.000,21.000,65.000,95.867,-146.722,-31.187,0.000,1,216.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,14,distribution,69.000,21.000,0.005,2.100,-74.000,62.000,43.000,49.000,3,3,70.000,14.000,61.000,95.867,-121.353,-88.168,0.000,1,213.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,15,distribution,71.000,30.000,0.014,6.000,-89.000,48.000,62.000,48.000,3,3,38.000,39.000,44.000,95.867,-75.000,-129.904,0.000,1,213.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,16,distribution,40.000,28.000,0.012,5.800,-89.000,50.000,53.000,61.000,3,3,43.000,19.000,46.000,95.867,-15.679,-149.178,0.000,1,213.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,17,distribution,66.000,24.000,0.013,6.400,-88.000,43.000,65.000,53.000,3,3,76.000,16.000,41.000,95.867,46.353,-142.658,0.000,1,211.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,18,distribution,70.000,19.000,0.014,3.900,-62.000,58.000,45.000,65.000,3,3,66.000,37.000,45.000,95.867,100.370,-111.472,0.000,1,219.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,19,distribution,42.000,23.000,0.013,2.300,-70.000,45.000,68.000,64.000,3,3,76.000,38.000,77.000,95.867,137.032,-61.010,0.000,1,211.000,0.956,0.000,0.000,0.601,0.800,1.000
62.000,20,access,31.000,31.000,0.016,4.100,-84.000,34.000,66.000,56.000,1,1,56.000,20.000,74.000,95.867,-150.000,-150.000,0.000,1,229.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,21,access,31.000,55.000,0.013,5.500,-79.000,71.000,66.000,45.000,1,1,38.000,39.000,42.000,95.867,-90.000,-150.000,0.000,1,228.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,22,access,18.000,43.000,0.019,6.300,-89.000,79.000,44.000,62.000,1,1,35.000,30.000,78.000,95.867,-30.000,-150.000,0.000,1,216.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,23,access,33.000,31.000,0.014,5.100,-73.000,36.000,78.000,76.000,1,1,43.000,27.000,68.000,95.867,30.000,-150.000,0.000,1,226.000,0.953,0.000,0.000,0.601,0.800,1.000
62.000,24,access,21.000,44.000,0.028,6.400,-68.000,48.000,75.000,71.000,1,1,62.000,35.000,60.000,95.867,90.000,-150.000,0.000,1,212.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,25,access,36.000,29.000,0.027,5.900,-65.000,41.000,69.000,58.000,1,1,50.000,22.000,44.000,95.867,150.000,-150.000,0.000,1,216.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,26,access,38.000,46.000,0.029,6.600,-64.000,49.000,55.000,61.000,1,1,78.000,23.000,71.000,95.867,-150.000,-90.000,0.000,1,227.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,27,access,24.000,29.000,0.015,6.900,-68.000,43.000,62.000,37.000,1,1,38.000,37.000,40.000,95.867,-90.000,-90.000,0.000,1,219.000,0.956,0.000,0.000,0.601,0.800,1.000
62.000,28,access,27.000,25.000,0.020,3.500,-83.000,70.000,48.000,46.000,1,1,75.000,12.000,55.000,95.867,-30.000,-90.000,0.000,1,222.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,29,access,20.000,30.000,0.016,3.000,-79.000,44.000,41.000,37.000,1,1,60.000,31.000,52.000,95.867,30.000,-90.000,0.000,1,223.000,0.958,0.000,0.000,0.601,0.800,1.000
62.000,30,access,12.000,38.000,0.011,3.800,-65.000,40.000,62.000,29.000,1,1,53.000,17.000,51.000,95.867,90.000,-90.000,0.000,1,220.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,31,access,14.000,38.000,0.016,4.800,-64.000,57.000,61.000,24.000,1,1,67.000,32.000,70.000,95.867,150.000,-90.000,0.000,1,228.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,32,access,10.000,29.000,0.010,5.900,-89.000,45.000,63.000,49.000,1,1,45.000,20.000,71.000,95.867,-150.000,-30.000,0.000,1,211.000,0.954,0.000,0.000,0.601,0.800,1.000
62.000,33,access,20.000,59.000,0.027,6.900,-73.000,69.000,69.000,24.000,1,1,76.000,35.000,41.000,95.867,-90.000,-30.000,0.000,1,227.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,34,access,19.000,35.000,0.020,3.500,-85.000,43.000,41.000,49.000,1,1,36.000,32.000,64.000,95.867,-30.000,-30.000,0.000,1,224.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,35,access,31.000,48.000,0.012,6.800,-73.000,73.000,51.000,56.000,1,1,34.000,24.000,67.000,95.867,30.000,-30.000,0.000,1,223.000,0.956,0.000,0.000,0.601,0.800,1.000
62.000,36,access,34.000,25.000,0.025,2.500,-71.000,33.000,79.000,24.000,1,1,35.000,14.000,77.000,95.867,90.000,-30.000,0.000,1,219.000,0.951,0.000,0.000,0.601,0.800,1.000
62.000,37,access,18.000,49.000,0.025,7.900,-65.000,34.000,41.000,44.000,1,1,58.000,36.000,59.000,95.867,150.000,-30.000,0.000,1,212.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,38,access,20.000,44.000,0.024,4.400,-87.000,77.000,51.000,50.000,1,1,32.000,23.000,54.000,95.867,-150.000,30.000,0.000,1,226.000,0.952,0.000,0.000,0.601,0.800,1.000
62.000,39,access,33.000,44.000,0.011,4.400,-76.000,33.000,72.000,78.000,1,1,41.000,30.000,53.000,95.867,-90.000,30.000,0.000,1,220.000,0.956,0.000,0.000,0.601,0.800,1.000
62.000,40,access,22.000,41.000,0.011,7.100,-63.000,39.000,50.000,77.000,1,1,71.000,19.000,65.000,95.867,-30.000,30.000,0.000,1,219.000,0.955,0.000,0.000,0.601,0.800,1.000
62.000,41,access,13.000,59.000,0.019,8.900,-77.000,37.000,75.000,75.000,1,1,39.000,21.000,58.000,95.867,30.000,30.000,0.000,1,218.000,0.955,0.000,0.000,0.601,0.800,1.000
62.000,42,access,23.000,29.000,0.019,5.900,-61.000,38.000,42.000,37.000,1,1,61.000,28.000,56.000,95.867,90.000,30.000,0.000,1,223.000,0.954,0.000,0.000,0.601,0.800,1.000
62.000,43,access,13.000,30.000,0.020,3.000,-74.000,42.000,63.000,41.000,1,1,67.000,22.000,50.000,95.867,150.000,30.000,0.000,1,222.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,44,access,12.000,57.000,0.019,5.700,-74.000,76.000,58.000,29.000,1,1,49.000,10.000,67.000,95.867,-150.000,90.000,0.000,1,223.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,45,access,34.000,29.000,0.020,6.900,-79.000,57.000,68.000,52.000,1,1,72.000,34.000,64.000,95.867,-90.000,90.000,0.000,1,222.000,0.957,0.000,0.000,0.601,0.800,1.000
62.000,46,access,37.000,51.000,0.011,8.100,-68.000,58.000,58.000,45.000,1,1,43.000,12.000,73.000,95.867,-30.000,90.000,0.000,1,219.000,0.958,0.000,0.000,0.601,0.800,1.000
62.000,47,access,13.000,48.000,0.013,8.800,-64.000,41.000,51.000,32.000,1,1,57.000,12.000,61.000,95.867,30.000,90.000,0.000,1,215.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,48,access,37.000,44.000,0.024,5.400,-82.000,71.000,63.000,70.000,1,1,66.000,31.000,50.000,95.867,90.000,90.000,0.000,1,214.000,0.950,0.000,0.000,0.601,0.800,1.000
62.000,49,access,36.000,44.000,0.013,8.400,-84.000,77.000,56.000,45.000,1,1,36.000,33.000,58.000,95.867,150.000,90.000,0.000,1,229.000,0.952,0.000,0.000,0.601,0.800,1.000
64.000,0,core,671.112,14.964,0.058,1.496,-89.000,39.000,76.000,59.000,4,4,53.000,11.000,69.000,95.733,0.000,0.000,0.000,1,223.136,0.939,0.071,0.071,0.601,0.800,1.000
64.000,1,core,658.008,23.516,0.058,3.352,-71.000,43.000,63.000,49.000,4,4,43.000,26.000,79.000,95.733,100.000,0.000,0.000,1,206.499,0.940,0.071,0.071,0.601,0.800,1.000
64.000,2,core,793.000,12.000,0.001,4.200,-86.000,68.000,73.000,71.000,4,4,45.000,32.000,61.000,95.733,-100.000,0.000,0.000,1,224.000,0.956,0.000,0.000,0.601,0.800,1.000
64.000,3,core,701.000,9.000,0.001,4.900,-82.000,54.000,52.000,47.000,4,4,32.000,34.000,40.000,95.733,0.000,100.000,0.000,1,214.000,0.953,0.000,0.000,0.601,0.800,1.000
64.000,4,core,885.000,10.000,0.001,4.000,-63.000,69.000,72.000,31.000,4,4,64.000,21.000,50.000,95.733,0.000,-100.000,0.000,1,224.000,0.956,0.000,0.000,0.601,0.800,1.000
64.000,5,distribution,58.000,17.000,0.012,2.700,-86.000,71.000,65.000,69.000,3,3,52.000,18.000,55.000,95.733,150.000,0.000,0.000,1,222.000,0.955,0.000,0.000,0.601,0.800,1.000
64.000,6,distribution,55.000,30.000,0.013,3.000,-86.000,62.000,41.000,64.000,3,3,31.000,25.000,45.000,95.733,137.032,61.010,0.000,1,221.000,0.957,0.000,0.000,0.601,0.800,1.000
64.000,7,distribution,43.000,21.000,0.005,2.100,-69.000,66.000,52.000,36.000,3,3,47.000,21.000,68.000,95.733,100.370,111.472,0.000,1,216.000,0.958,0.000,0.000,0.601,0.800,1.000
64.000,8,distribution,74.000,15.000,0.005,1.500,-71.000,46.000,48.000,68.000,3,3,73.000,14.000,61.000,95.733,46.353,142.658,0.000,1,224.000,0.958,0.000,0.000,0.601,0.800,1.000
64.000,9,distribution,55.000,23.000,0.007,4.300,-80.000,56.000,46.000,21.000,3,3,36.000,15.000,49.000,95.733,-15.679,149.178,0.000,1,212.000,0.956,0.000,0.000,0.601,0.800,1.000
64.000,10,distribution,60.000,26.000,0.011,4.600,-74.000,52.000,47.000,72.000,3,3,59.000,18.000,58.000,95.733,-75.000,129.904,0.000,1,221.000,0.951,0.000,0.000,0.601,0.800,1.000
64.000,11,distribution,48.000,32.000,0.006,6.200,-65.000,74.000,40.000,51.000,3,3,53.000,31.000,79.000,95.733,-121.353,88.168,0.000,1,214.000,0.950,0.000,0.000,0.601,0.800,1.000
64.000,12,distribution,59.000,17.000,0.012,3.700,-68.000,79.000,59.000,69.000,3,3,73.000,13.000,43.000,95.733,-146.722,31.187,0.000,1,224.000,0.951,0.000,0.000,0.601,0.800,1.000
64.000,13,distribution,40.000,22.000,0.010,2.200,-70.000,78.000,51.000,40.000,3,3,47.000,36.000,54.000,95.733,-146.722,-31.187,0.000,1,211.000,0.955,0.000,0.000,0.601,0.800,1.000
64.000,14,distribution,59.000,34.000,0.012,7.400,-74.000,35.000,45.000,77.000,3,3,45.000,33.000,78.000,95.733,-121.353,-88.168,0.000,1,210.000,0.958,0.000,0.000,0.601,0.800,1.000
64.000,15,distribution,76.000,20.000,0.007,4.000,-86.000,57.000,45.000,23.000,3,3,34.000,25.000,43.000,95.733,-75.000,-129.904,0.000,1,229.000,0.950,0.000,0.000,0.601,0.800,1.000
64.000,16,distribution,66.000,30.000,0.007,5.000,-64.000,51.000,54.000,64.000,3,3,50.000,19.000,62.000,95.733,-15.679,-149.178,0.000,1,224.000,0.951,0.000,0.000,0.601,0.800,1.000
64.000,17,distribution,65.000,33.000,0.012,3.300,-88.000,49.000,74.000,78.000,3,3,43.000,12.000,78.000,95.733,46.353,-142.658,0.000,1,211.000,0.957,0.000,0.000,0.601,0.800,1.000
64.000,18,distribution,59.000,22.000,0.007,5.200,-72.000,45.000,73.000,75.000,3,3,67.000,19.000,76.000,95.733,100.370,-111.472,0.000,1,224.000,0.952,0.000,0.000,0.601,0.800,1.000
64.000,19,distribution,53.000,30.000,0.013,4.000,-73.000,56.000,79.000,70.000,3,3,61.000,27.000,51.000,95.733,137.032,-61.010,0.000,1,224.000,0.957,0.000,0.000,0.601,0.800,1.000
64.000,20,access,17.000,42.000,0.014,4.200,-80.000,68.000,62.000,43.000,1,1,48.000,26.000,48.000,95.733,-150.000,-150.000,0.000,1,211.000,0.955,0.000,0.000,0.601,0.800,1.000
