Time,NodeId,NodeType,Throughput_Mbps,Latency_ms,PacketLoss_Rate,Jitter_ms,SignalStrength_dBm,CPU_Usage,Memory_Usage,Buffer_Occupancy,Active_Links,Neighbor_Count,Link_Utilization,Critical_Load,Normal_Load,Energy_Level,X_Position,Y_Position,Z_Position,Operational_Status,Voltage_Level,Power_Stability,Degradation_Level,Fault_Severity
110.000,13,distribution,62.000,16.000,0.013,5.600,-86.000,37.000,62.000,67.000,3,3,52.000,27.000,56.000,96.333,-24.454,-5.198,0.000,1,224.000,0.950,0.000,0.000
110.000,14,distribution,42.000,25.000,0.010,5.500,-66.000,73.000,61.000,64.000,3,3,45.000,21.000,52.000,96.333,-20.225,-14.695,0.000,1,210.000,0.951,0.000,0.000
110.000,15,distribution,60.000,32.000,0.007,7.200,-65.000,33.000,59.000,25.000,3,3,39.000,17.000,62.000,96.333,-12.500,-21.651,0.000,1,222.000,0.954,0.000,0.000
110.000,16,distribution,71.000,29.000,0.012,3.900,-63.000,58.000,62.000,45.000,3,3,47.000,20.000,78.000,96.333,-2.613,-24.863,0.000,1,211.000,0.953,0.000,0.000
110.000,17,distribution,48.000,29.000,0.010,5.900,-60.000,61.000,60.000,54.000,3,3,67.000,36.000,49.000,96.333,7.725,-23.776,0.000,1,211.000,0.958,0.000,0.000
110.000,18,distribution,56.000,18.000,0.014,3.800,-70.000,65.000,75.000,25.000,3,3,56.000,29.000,63.000,96.333,16.728,-18.579,0.000,1,225.000,0.958,0.000,0.000
110.000,19,distribution,40.000,19.000,0.007,1.900,-86.000,77.000,43.000,47.000,3,3,35.000,33.000,68.000,96.333,22.839,-10.168,0.000,1,220.000,0.952,0.000,0.000
110.000,20,access,33.440,88.867,0.082,12.887,-69.000,78.000,49.000,77.000,1,1,43.000,11.000,54.000,96.333,-0.043,-34.365,0.000,1,216.960,0.933,0.133,0.133
110.000,21,access,38.000,36.000,0.023,6.600,-83.000,54.000,76.000,67.000,1,1,77.000,14.000,57.000,96.333,69.939,27.469,0.000,1,219.000,0.952,0.000,0.000
110.000,22,access,10.000,51.000,0.024,7.100,-74.000,57.000,68.000,23.000,1,1,53.000,10.000,44.000,96.333,48.003,-12.872,0.000,1,224.000,0.959,0.000,0.000
110.000,23,access,14.000,29.000,0.017,4.900,-64.000,37.000,67.000,36.000,1,1,72.000,32.000,63.000,96.333,50.284,36.859,0.000,1,226.000,0.954,0.000,0.000
110.000,24,access,20.000,35.000,0.010,3.500,-76.000,51.000,46.000,38.000,1,1,36.000,10.000,47.000,96.333,-32.558,73.391,0.000,1,225.000,0.957,0.000,0.000
110.000,25,access,36.000,36.000,0.020,7.600,-68.000,49.000,62.000,34.000,1,1,68.000,17.000,63.000,96.333,-16.745,-59.145,0.000,1,218.000,0.950,0.000,0.000
110.000,26,access,25.000,55.000,0.027,8.500,-62.000,60.000,63.000,69.000,1,1,43.000,11.000,72.000,96.333,-65.730,16.011,0.000,1,210.000,0.958,0.000,0.000
110.000,27,access,19.000,39.000,0.010,7.900,-66.000,58.000,77.000,38.000,1,1,53.000,35.000,57.000,96.333,-37.397,56.216,0.000,1,220.000,0.956,0.000,0.000
110.000,28,access,37.000,41.000,0.015,7.100,-72.000,42.000,45.000,62.000,1,1,30.000,27.000,45.000,96.333,1.242,42.877,0.000,1,226.000,0.954,0.000,0.000
110.000,29,access,35.000,33.000,0.018,5.300,-68.000,43.000,59.000,56.000,1,1,32.000,17.000,65.000,96.333,-43.836,0.684,0.000,1,216.000,0.952,0.000,0.000
110.000,30,access,31.000,50.000,0.010,7.000,-70.000,62.000,74.000,35.000,1,1,67.000,38.000,57.000,96.333,-48.724,-7.165,0.000,1,227.000,0.954,0.000,0.000
110.000,31,access,12.000,27.000,0.029,3.700,-69.000,55.000,42.000,53.000,1,1,35.000,12.000,56.000,96.333,-0.977,72.721,0.000,1,211.000,0.957,0.000,0.000
110.000,32,access,24.000,34.000,0.010,5.400,-69.000,44.000,51.000,76.000,1,1,63.000,11.000,70.000,96.333,40.148,10.730,0.000,1,214.000,0.954,0.000,0.000
110.000,33,access,37.000,38.000,0.027,4.800,-80.000,48.000,54.000,77.000,1,1,44.000,23.000,55.000,96.333,66.170,33.385,0.000,1,217.000,0.957,0.000,0.000
110.000,34,access,39.000,36.000,0.020,4.600,-62.000,37.000,40.000,66.000,1,1,41.000,32.000,52.000,96.333,15.792,-6.187,0.000,1,221.000,0.955,0.000,0.000
110.000,35,access,34.000,33.000,0.026,3.300,-86.000,49.000,73.000,56.000,1,1,50.000,25.000,64.000,96.333,31.896,21.447,0.000,1,228.000,0.950,0.000,0.000
110.000,36,access,36.000,37.000,0.019,6.700,-77.000,31.000,51.000,24.000,1,1,68.000,14.000,72.000,96.333,-14.983,66.764,0.000,1,229.000,0.959,0.000,0.000
110.000,37,access,28.000,57.000,0.015,5.700,-72.000,43.000,68.000,62.000,1,1,40.000,26.000,61.000,96.333,44.102,-74.754,0.000,1,222.000,0.955,0.000,0.000
110.000,38,access,35.000,52.000,0.023,9.200,-75.000,66.000,70.000,34.000,1,1,66.000,20.000,46.000,96.333,37.624,71.157,0.000,1,220.000,0.957,0.000,0.000
110.000,39,access,39.000,29.000,0.016,3.900,-68.000,64.000,59.000,33.000,1,1,46.000,31.000,48.000,96.333,-26.588,72.716,0.000,1,213.000,0.958,0.000,0.000
110.000,40,access,14.000,51.000,0.018,9.100,-65.000,63.000,44.000,52.000,1,1,52.000,21.000,60.000,96.333,71.934,-37.770,0.000,1,220.000,0.957,0.000,0.000
110.000,41,access,35.000,31.000,0.018,5.100,-71.000,40.000,43.000,20.000,1,1,56.000,33.000,46.000,96.333,19.526,64.890,0.000,1,225.000,0.954,0.000,0.000
110.000,42,access,15.000,56.000,0.012,8.600,-75.000,36.000,60.000,34.000,1,1,72.000,25.000,47.000,96.333,-14.497,15.265,0.000,1,219.000,0.956,0.000,0.000
110.000,43,access,39.000,59.000,0.022,7.900,-66.000,39.000,74.000,20.000,1,1,69.000,25.000,72.000,96.333,4.280,5.968,0.000,1,220.000,0.951,0.000,0.000
110.000,44,access,14.000,37.000,0.029,7.700,-85.000,59.000,73.000,33.000,1,1,47.000,20.000,59.000,96.333,-67.892,-63.777,0.000,1,227.000,0.955,0.000,0.000
110.000,45,access,30.000,45.000,0.022,7.500,-67.000,56.000,63.000,28.000,1,1,63.000,12.000,50.000,96.333,16.058,-69.488,0.000,1,215.000,0.952,0.000,0.000
110.000,46,access,29.000,29.000,0.029,2.900,-64.000,46.000,72.000,42.000,1,1,32.000,39.000,71.000,96.333,33.596,60.510,0.000,1,227.000,0.957,0.000,0.000
110.000,47,access,28.000,47.000,0.021,5.700,-75.000,65.000,48.000,78.000,1,1,48.000,25.000,64.000,96.333,-12.622,-12.602,0.000,1,218.000,0.951,0.000,0.000
110.000,48,access,12.000,36.000,0.020,4.600,-80.000,67.000,58.000,47.000,1,1,52.000,15.000,45.000,96.333,46.948,49.533,0.000,1,216.000,0.956,0.000,0.000
110.000,49,access,34.000,27.000,0.018,3.700,-65.000,51.000,76.000,58.000,1,1,42.000,32.000,54.000,96.333,44.929,-10.507,0.000,1,213.000,0.950,0.000,0.000
120.000,0,core,781.000,7.000,0.001,3.700,-64.000,70.000,64.000,62.000,4,4,62.000,25.000,79.000,96.000,0.000,0.000,0.000,1,218.000,0.958,0.000,0.000
120.000,1,core,892.000,9.000,0.001,2.900,-76.000,78.000,62.000,67.000,4,4,46.000,29.000,40.000,96.000,50.000,0.000,0.000,1,227.000,0.950,0.000,0.000
120.000,2,core,714.000,13.000,0.001,2.300,-70.000,48.000,46.000,79.000,4,4,57.000,23.000,51.000,96.000,-50.000,0.000,0.000,1,216.000,0.954,0.000,0.000
120.000,3,core,863.000,10.000,0.001,2.000,-73.000,56.000,55.000,43.000,4,4,64.000,24.000,53.000,96.000,0.000,50.000,0.000,1,218.000,0.955,0.000,0.000
120.000,4,core,738.000,6.000,0.002,0.600,-66.000,56.000,44.000,30.000,4,4,44.000,34.000,50.000,96.000,0.000,-50.000,0.000,1,218.000,0.951,0.000,0.000
120.000,5,distribution,40.280,126.000,0.174,15.600,-63.000,42.000,73.000,58.000,3,3,70.000,26.000,67.000,96.000,25.000,0.000,0.000,1,207.920,0.906,0.267,0.267
120.000,6,distribution,66.000,16.000,0.008,2.600,-83.000,75.000,49.000,36.000,3,3,73.000,35.000,45.000,96.000,22.839,10.168,0.000,1,220.000,0.954,0.000,0.000
120.000,7,distribution,67.000,22.000,0.006,6.200,-79.000,41.000,72.000,78.000,3,3,34.000,16.000,70.000,96.000,16.728,18.579,0.000,1,221.000,0.950,0.000,0.000
120.000,8,distribution,70.000,19.000,0.006,5.900,-70.000,66.000,61.000,76.000,3,3,38.000,36.000,54.000,96.000,7.725,23.776,0.000,1,226.000,0.953,0.000,0.000
120.000,9,distribution,69.000,29.000,0.012,6.900,-86.000,63.000,67.000,76.000,3,3,69.000,28.000,48.000,96.000,-2.613,24.863,0.000,1,217.000,0.959,0.000,0.000
120.000,10,distribution,52.000,31.000,0.009,7.100,-84.000,40.000,63.000,70.000,3,3,41.000,15.000,76.000,96.000,-12.500,21.651,0.000,1,228.000,0.957,0.000,0.000
120.000,11,distribution,64.000,16.000,0.011,2.600,-86.000,56.000,65.000,48.000,3,3,42.000,11.000,71.000,96.000,-20.225,14.695,0.000,1,212.000,0.957,0.000,0.000
120.000,12,distribution,60.000,15.000,0.007,5.500,-77.000,34.000,44.000,46.000,3,3,71.000,11.000,46.000,96.000,-24.454,5.198,0.000,1,220.000,0.950,0.000,0.000
120.000,13,distribution,66.000,16.000,0.014,4.600,-74.000,76.000,75.000,72.000,3,3,54.000,33.000,68.000,96.000,-24.454,-5.198,0.000,1,221.000,0.959,0.000,0.000
120.000,14,distribution,69.000,26.000,0.006,5.600,-62.000,57.000,63.000,32.000,3,3,33.000,22.000,77.000,96.000,-20.225,-14.695,0.000,1,222.000,0.954,0.000,0.000
120.000,15,distribution,48.000,23.000,0.005,3.300,-82.000,45.000,69.000,41.000,3,3,78.000,23.000,59.000,96.000,-12.500,-21.651,0.000,1,221.000,0.954,0.000,0.000
120.000,16,distribution,55.000,32.000,0.010,4.200,-72.000,39.000,49.000,37.000,3,3,64.000,11.000,66.000,96.000,-2.613,-24.863,0.000,1,229.000,0.956,0.000,0.000
120.000,17,distribution,67.000,21.000,0.014,4.100,-60.000,45.000,68.000,37.000,3,3,53.000,32.000,52.000,96.000,7.725,-23.776,0.000,1,212.000,0.955,0.000,0.000
120.000,18,distribution,42.000,21.000,0.008,5.100,-85.000,63.000,79.000,43.000,3,3,41.000,24.000,42.000,96.000,16.728,-18.579,0.000,1,217.000,0.957,0.000,0.000
120.000,19,distribution,50.000,26.000,0.011,2.600,-70.000,78.000,67.000,45.000,3,3,58.000,38.000,72.000,96.000,22.839,-10.168,0.000,1,214.000,0.959,0.000,0.000
120.000,20,access,28.880,100.267,0.148,14.027,-79.000,64.000,46.000,36.000,1,1,75.000,11.000,49.000,96.000,-0.043,-34.365,0.000,1,194.120,0.908,0.267,0.267
120.000,21,access,24.000,49.000,0.021,7.900,-81.000,54.000,49.000,70.000,1,1,52.000,19.000,41.000,96.000,69.939,27.469,0.000,1,228.000,0.956,0.000,0.000
120.000,22,access,21.000,41.000,0.019,6.100,-68.000,35.000,50.000,48.000,1,1,44.000,19.000,72.000,96.000,48.003,-12.872,0.000,1,211.000,0.958,0.000,0.000
120.000,23,access,11.000,36.000,0.027,7.600,-79.000,30.000,44.000,37.000,1,1,76.000,18.000,72.000,96.000,50.284,36.859,0.000,1,212.000,0.957,0.000,0.000
120.000,24,access,35.000,25.000,0.026,4.500,-83.000,52.000,49.000,34.000,1,1,50.000,27.000,59.000,96.000,-32.558,73.391,0.000,1,215.000,0.951,0.000,0.000
120.000,25,access,32.000,42.000,0.026,6.200,-88.000,39.000,61.000,77.000,1,1,65.000,10.000,48.000,96.000,-16.745,-59.145,0.000,1,222.000,0.952,0.000,0.000
120.000,26,access,12.000,25.000,0.014,6.500,-60.000,30.000,46.000,74.000,1,1,37.000,12.000,56.000,96.000,-65.730,16.011,0.000,1,210.000,0.952,0.000,0.000
120.000,27,access,36.000,36.000,0.018,4.600,-81.000,53.000,75.000,33.000,1,1,30.000,15.000,45.000,96.000,-37.397,56.216,0.000,1,224.000,0.957,0.000,0.000
120.000,28,access,24.000,52.000,0.012,9.200,-76.000,48.000,44.000,20.000,1,1,30.000,17.000,60.000,96.000,1.242,42.877,0.000,1,226.000,0.952,0.000,0.000
120.000,29,access,16.000,56.000,0.018,6.600,-76.000,68.000,50.000,74.000,1,1,71.000,24.000,47.000,96.000,-43.836,0.684,0.000,1,220.000,0.959,0.000,0.000
120.000,30,access,18.000,49.000,0.010,5.900,-75.000,39.000,42.000,20.000,1,1,33.000,21.000,78.000,96.000,-48.724,-7.165,0.000,1,213.000,0.956,0.000,0.000
120.000,31,access,30.000,51.000,0.028,7.100,-80.000,34.000,47.000,51.000,1,1,40.000,24.000,51.000,96.000,-0.977,72.721,0.000,1,219.000,0.954,0.000,0.000
120.000,32,access,31.000,50.000,0.024,7.000,-76.000,49.000,55.000,65.000,1,1,45.000,13.000,64.000,96.000,40.148,10.730,0.000,1,227.000,0.959,0.000,0.000
120.000,33,access,30.000,53.000,0.029,6.300,-72.000,72.000,60.000,68.000,1,1,71.000,22.000,72.000,96.000,66.170,33.385,0.000,1,211.000,0.953,0.000,0.000
120.000,34,access,28.000,31.000,0.023,4.100,-76.000,52.000,53.000,46.000,1,1,64.000,11.000,55.000,96.000,15.792,-6.187,0.000,1,224.000,0.957,0.000,0.000
120.000,35,access,32.000,51.000,0.013,8.100,-80.000,64.000,54.000,35.000,1,1,47.000,18.000,69.000,96.000,31.896,21.447,0.000,1,217.000,0.952,0.000,0.000
120.000,36,access,38.000,27.000,0.010,6.700,-68.000,64.000,65.000,38.000,1,1,40.000,32.000,40.000,96.000,-14.983,66.764,0.000,1,212.000,0.951,0.000,0.000
120.000,37,access,15.000,43.000,0.016,4.300,-75.000,38.000,67.000,60.000,1,1,53.000,29.000,66.000,96.000,44.102,-74.754,0.000,1,217.000,0.955,0.000,0.000
120.000,38,access,27.000,45.000,0.013,7.500,-67.000,45.000,76.000,38.000,1,1,56.000,26.000,43.000,96.000,37.624,71.157,0.000,1,218.000,0.954,0.000,0.000
120.000,39,access,33.000,29.000,0.025,3.900,-85.000,55.000,40.000,51.000,1,1,35.000,17.000,61.000,96.000,-26.588,72.716,0.000,1,225.000,0.956,0.000,0.000
120.000,40,access,13.000,27.000,0.015,4.700,-79.000,49.000,42.000,46.000,1,1,62.000,39.000,63.000,96.000,71.934,-37.770,0.000,1,224.000,0.955,0.000,0.000
120.000,41,access,30.000,53.000,0.029,7.300,-63.000,38.000,60.000,60.000,1,1,69.000,35.000,47.000,96.000,19.526,64.890,0.000,1,217.000,0.953,0.000,0.000
120.000,42,access,29.000,41.000,0.012,6.100,-66.000,45.000,44.000,62.000,1,1,57.000,33.000,73.000,96.000,-14.497,15.265,0.000,1,227.000,0.958,0.000,0.000
120.000,43,access,32.000,36.000,0.015,6.600,-61.000,43.000,77.000,74.000,1,1,48.000,32.000,73.000,96.000,4.280,5.968,0.000,1,221.000,0.954,0.000,0.000
120.000,44,access,30.000,39.000,0.014,4.900,-64.000,76.000,53.000,24.000,1,1,73.000,11.000,49.000,96.000,-67.892,-63.777,0.000,1,215.000,0.951,0.000,0.000
120.000,45,access,29.000,30.000,0.018,3.000,-84.000,46.000,74.000,51.000,1,1,34.000,15.000,44.000,96.000,16.058,-69.488,0.000,1,223.000,0.958,0.000,0.000
120.000,46,access,13.000,50.000,0.024,9.000,-80.000,59.000,42.000,71.000,1,1,65.000,16.000,77.000,96.000,33.596,60.510,0.000,1,225.000,0.955,0.000,0.000
120.000,47,access,10.000,47.000,0.023,6.700,-89.000,41.000,77.000,58.000,1,1,32.000,24.000,66.000,96.000,-12.622,-12.602,0.000,1,224.000,0.951,0.000,0.000
120.000,48,access,18.000,30.000,0.022,3.000,-65.000,58.000,42.000,30.000,1,1,44.000,12.000,60.000,96.000,46.948,49.533,0.000,1,223.000,0.951,0.000,0.000
120.000,49,access,16.000,56.000,0.027,8.600,-66.000,60.000,42.000,49.000,1,1,45.000,33.000,61.000,96.000,44.929,-10.507,0.000,1,214.000,0.955,0.000,0.000
130.000,0,core,754.000,8.000,0.002,3.800,-75.000,61.000,48.000,79.000,4,4,38.000,24.000,79.000,95.667,0.000,0.000,0.000,1,218.000,0.959,0.000,0.000
130.000,1,core,763.000,9.000,0.001,0.900,-63.000,54.000,66.000,71.000,4,4,74.000,33.000,71.000,95.667,50.000,0.000,0.000,1,215.000,0.956,0.000,0.000
130.000,2,core,768.000,9.000,0.002,3.900,-67.000,42.000,63.000,58.000,4,4,57.000,21.000,52.000,95.667,-50.000,0.000,0.000,1,223.000,0.955,0.000,0.000
130.000,3,core,766.000,5.000,0.001,3.500,-86.000,74.000,61.000,65.000,4,4,64.000,36.000,79.000,95.667,0.000,50.000,0.000,1,210.000,0.959,0.000,0.000
130.000,4,core,831.000,12.000,0.002,1.200,-60.000,39.000,78.000,78.000,4,4,62.000,35.000,72.000,95.667,0.000,-50.000,0.000,1,226.000,0.951,0.000,0.000
130.000,5,distribution,29.440,168.200,0.245,19.820,-79.000,38.000,40.000,50.000,3,3,74.000,26.000,64.000,95.667,25.000,0.000,0.000,1,190.960,0.880,0.400,0.400
130.000,6,distribution,67.000,28.000,0.006,6.800,-61.000,59.000,52.000,42.000,3,3,54.000,12.000,41.000,95.667,22.839,10.168,0.000,1,213.000,0.952,0.000,0.000
130.000,7,distribution,73.000,27.000,0.011,6.700,-64.000,77.000,73.000,52.000,3,3,45.000,22.000,71.000,95.667,16.728,18.579,0.000,1,218.000,0.955,0.000,0.000
130.000,8,distribution,55.000,29.000,0.012,6.900,-67.000,61.000,67.000,61.000,3,3,75.000,10.000,51.000,95.667,7.725,23.776,0.000,1,213.000,0.958,0.000,0.000
130.000,9,distribution,59.000,19.000,0.012,1.900,-86.000,34.000,71.000,43.000,3,3,70.000,37.000,70.000,95.667,-2.613,24.863,0.000,1,212.000,0.958,0.000,0.000
130.000,10,distribution,73.000,25.000,0.010,4.500,-81.000,40.000,48.000,61.000,3,3,46.000,17.000,65.000,95.667,-12.500,21.651,0.000,1,227.000,0.953,0.000,0.000
130.000,11,distribution,65.000,25.000,0.007,4.500,-80.000,71.000,46.000,30.000,3,3,53.000,22.000,76.000,95.667,-20.225,14.695,0.000,1,226.000,0.953,0.000,0.000
130.000,12,distribution,44.000,31.000,0.011,7.100,-64.000,74.000,46.000,29.000,3,3,48.000,29.000,79.000,95.667,-24.454,5.198,0.000,1,224.000,0.956,0.000,0.000
130.000,13,distribution,68.000,18.000,0.010,1.800,-88.000,72.000,78.000,21.000,3,3,54.000,31.000,52.000,95.667,-24.454,-5.198,0.000,1,215.000,0.958,0.000,0.000
130.000,14,distribution,50.000,16.000,0.013,5.600,-81.000,74.000,68.000,37.000,3,3,46.000,22.000,73.000,95.667,-20.225,-14.695,0.000,1,213.000,0.958,0.000,0.000
130.000,15,distribution,54.000,28.000,0.009,4.800,-61.000,79.000,40.000,31.000,3,3,52.000,28.000,63.000,95.667,-12.500,-21.651,0.000,1,226.000,0.952,0.000,0.000
130.000,16,distribution,62.000,24.000,0.013,5.400,-87.000,34.000,73.000,57.000,3,3,68.000,14.000,63.000,95.667,-2.613,-24.863,0.000,1,223.000,0.954,0.000,0.000
130.000,17,distribution,67.000,29.000,0.006,3.900,-85.000,53.000,54.000,49.000,3,3,66.000,15.000,51.000,95.667,7.725,-23.776,0.000,1,221.000,0.959,0.000,0.000
130.000,18,distribution,76.000,31.000,0.008,5.100,-67.000,37.000,63.000,31.000,3,3,78.000,20.000,55.000,95.667,16.728,-18.579,0.000,1,226.000,0.959,0.000,0.000
130.000,19,distribution,71.000,34.000,0.011,6.400,-64.000,56.000,56.000,33.000,3,3,32.000,11.000,47.000,95.667,22.839,-10.168,0.000,1,218.000,0.952,0.000,0.000
130.000,20,access,16.640,159.600,0.213,16.960,-67.000,39.000,79.000,58.000,1,1,46.000,16.000,66.000,95.667,-0.043,-34.365,0.000,1,194.480,0.878,0.400,0.400
130.000,21,access,39.000,25.000,0.026,6.500,-62.000,33.000,47.000,77.000,1,1,58.000,21.000,43.000,95.667,69.939,27.469,0.000,1,221.000,0.957,0.000,0.000
130.000,22,access,15.000,30.000,0.017,6.000,-81.000,59.000,76.000,65.000,1,1,60.000,25.000,66.000,95.667,48.003,-12.872,0.000,1,218.000,0.954,0.000,0.000
130.000,23,access,31.000,33.000,0.023,7.300,-89.000,67.000,58.000,27.000,1,1,47.000,12.000,52.000,95.667,50.284,36.859,0.000,1,217.000,0.951,0.000,0.000
130.000,24,access,34.000,49.000,0.021,7.900,-75.000,59.000,46.000,29.000,1,1,54.000,28.000,78.000,95.667,-32.558,73.391,0.000,1,218.000,0.952,0.000,0.000
130.000,25,access,12.000,40.000,0.020,5.000,-71.000,57.000,60.000,44.000,1,1,33.000,10.000,52.000,95.667,-16.745,-59.145,0.000,1,217.000,0.952,0.000,0.000
130.000,26,access,33.000,44.000,0.029,4.400,-85.000,34.000,65.000,50.000,1,1,32.000,20.000,41.000,95.667,-65.730,16.011,0.000,1,226.000,0.951,0.000,0.000
130.000,27,access,29.000,59.000,0.028,5.900,-76.000,79.000,78.000,30.000,1,1,30.000,11.000,57.000,95.667,-37.397,56.216,0.000,1,219.000,0.957,0.000,0.000
130.000,28,access,21.000,35.000,0.013,4.500,-62.000,50.000,42.000,53.000,1,1,68.000,30.000,68.000,95.667,1.242,42.877,0.000,1,213.000,0.959,0.000,0.000
130.000,29,access,33.000,52.000,0.022,6.200,-67.000,31.000,72.000,75.000,1,1,74.000,19.000,76.000,95.667,-43.836,0.684,0.000,1,216.000,0.953,0.000,0.000
130.000,30,access,22.000,59.000,0.017,5.900,-82.000,32.000,53.000,32.000,1,1,40.000,15.000,54.000,95.667,-48.724,-7.165,0.000,1,215.000,0.959,0.000,0.000
130.000,31,access,25.000,40.000,0.012,7.000,-69.000,63.000,74.000,54.000,1,1,66.000,31.000,68.000,95.667,-0.977,72.721,0.000,1,227.000,0.950,0.000,0.000
130.000,32,access,29.000,48.000,0.022,5.800,-61.000,34.000,71.000,30.000,1,1,64.000,25.000,54.000,95.667,40.148,10.730,0.000,1,220.000,0.955,0.000,0.000
130.000,33,access,19.000,42.000,0.015,6.200,-66.000,56.000,79.000,47.000,1,1,34.000,38.000,72.000,95.667,66.170,33.385,0.000,1,224.000,0.954,0.000,0.000
130.000,34,access,30.000,29.000,0.010,6.900,-72.000,56.000,71.000,57.000,1,1,52.000,23.000,61.000,95.667,15.792,-6.187,0.000,1,222.000,0.952,0.000,0.000
130.000,35,access,15.000,50.000,0.017,6.000,-70.000,47.000,52.000,54.000,1,1,79.000,29.000,71.000,95.667,31.896,21.447,0.000,1,211.000,0.950,0.000,0.000
130.000,36,access,30.000,38.000,0.017,6.800,-64.000,72.000,62.000,27.000,1,1,44.000,24.000,43.000,95.667,-14.983,66.764,0.000,1,228.000,0.952,0.000,0.000
130.000,37,access,15.000,34.000,0.016,6.400,-86.000,45.000,64.000,78.000,1,1,73.000,15.000,65.000,95.667,44.102,-74.754,0.000,1,210.000,0.957,0.000,0.000
130.000,38,access,16.000,26.000,0.016,3.600,-77.000,52.000,76.000,59.000,1,1,42.000,30.000,61.000,95.667,37.624,71.157,0.000,1,217.000,0.954,0.000,0.000
130.000,39,access,34.000,49.000,0.027,4.900,-74.000,41.000,45.000,62.000,1,1,66.000,33.000,59.000,95.667,-26.588,72.716,0.000,1,210.000,0.953,0.000,0.000
130.000,40,access,11.000,56.000,0.012,8.600,-89.000,76.000,57.000,74.000,1,1,64.000,34.000,48.000,95.667,71.934,-37.770,0.000,1,218.000,0.958,0.000,0.000
130.000,41,access,22.000,33.000,0.010,4.300,-74.000,66.000,46.000,77.000,1,1,51.000,21.000,60.000,95.667,19.526,64.890,0.000,1,213.000,0.957,0.000,0.000
130.000,42,access,29.000,25.000,0.017,2.500,-86.000,36.000,50.000,36.000,1,1,37.000,29.000,75.000,95.667,-14.497,15.265,0.000,1,222.000,0.954,0.000,0.000
130.000,43,access,36.000,55.000,0.029,7.500,-76.000,35.000,67.000,65.000,1,1,53.000,21.000,62.000,95.667,4.280,5.968,0.000,1,211.000,0.955,0.000,0.000
130.000,44,access,20.000,46.000,0.013,8.600,-88.000,52.000,59.000,32.000,1,1,64.000,25.000,70.000,95.667,-67.892,-63.777,0.000,1,213.000,0.953,0.000,0.000
130.000,45,access,14.000,53.000,0.029,6.300,-81.000,40.000,67.000,57.000,1,1,44.000,35.000,64.000,95.667,16.058,-69.488,0.000,1,216.000,0.958,0.000,0.000
130.000,46,access,21.000,51.000,0.028,8.100,-75.000,58.000,53.000,51.000,1,1,43.000,31.000,43.000,95.667,33.596,60.510,0.000,1,214.000,0.953,0.000,0.000
130.000,47,access,24.000,55.000,0.028,7.500,-74.000,47.000,60.000,35.000,1,1,75.000,22.000,57.000,95.667,-12.622,-12.602,0.000,1,219.000,0.957,0.000,0.000
130.000,48,access,34.000,51.000,0.021,9.100,-82.000,45.000,68.000,65.000,1,1,65.000,16.000,66.000,95.667,46.948,49.533,0.000,1,219.000,0.955,0.000,0.000
130.000,49,access,18.000,57.000,0.011,5.700,-76.000,72.000,76.000,34.000,1,1,77.000,12.000,53.000,95.667,44.929,-10.507,0.000,1,219.000,0.952,0.000,0.000
140.000,0,core,757.000,12.000,0.002,3.200,-62.000,65.000,43.000,58.000,4,4,51.000,26.000,75.000,95.333,0.000,0.000,0.000,1,229.000,0.954,0.000,0.000
140.000,1,core,800.000,8.000,0.001,4.800,-65.000,52.000,61.000,39.000,4,4,47.000,17.000,42.000,95.333,50.000,0.000,0.000,1,216.000,0.959,0.000,0.000
140.000,2,core,755.000,8.000,0.002,1.800,-75.000,34.000,68.000,72.000,4,4,78.000,30.000,59.000,95.333,-50.000,0.000,0.000,1,218.000,0.956,0.000,0.000
140.000,3,core,754.000,5.000,0.001,1.500,-63.000,57.000,49.000,35.000,4,4,78.000,16.000,47.000,95.333,0.000,50.000,0.000,1,220.000,0.956,0.000,0.000
140.000,4,core,799.000,10.000,0.002,3.000,-80.000,48.000,70.000,27.000,4,4,77.000,28.000,43.000,95.333,0.000,-50.000,0.000,1,217.000,0.957,0.000,0.000
140.000,5,distribution,33.800,185.000,0.329,21.500,-70.000,62.000,70.000,48.000,3,3,45.000,35.000,55.000,95.333,25.000,0.000,0.000,1,182.280,0.857,0.533,0.533
140.000,6,distribution,76.000,15.000,0.010,1.500,-80.000,77.000,52.000,77.000,3,3,61.000,14.000,78.000,95.333,22.839,10.168,0.000,1,222.000,0.950,0.000,0.000
140.000,7,distribution,44.000,18.000,0.010,1.800,-64.000,73.000,79.000,65.000,3,3,53.000,19.000,58.000,95.333,16.728,18.579,0.000,1,212.000,0.959,0.000,0.000
140.000,8,distribution,43.000,22.000,0.008,2.200,-81.000,30.000,42.000,61.000,3,3,45.000,24.000,40.000,95.333,7.725,23.776,0.000,1,218.000,0.954,0.000,0.000
140.000,9,distribution,49.000,19.000,0.008,3.900,-89.000,67.000,71.000,48.000,3,3,39.000,35.000,41.000,95.333,-2.613,24.863,0.000,1,223.000,0.952,0.000,0.000
140.000,10,distribution,60.000,16.000,0.011,5.600,-89.000,44.000,69.000,34.000,3,3,74.000,20.000,46.000,95.333,-12.500,21.651,0.000,1,210.000,0.959,0.000,0.000
140.000,11,distribution,69.000,18.000,0.008,3.800,-87.000,79.000,57.000,41.000,3,3,78.000,16.000,58.000,95.333,-20.225,14.695,0.000,1,213.000,0.955,0.000,0.000
